title,workload,url,school,registered_people,rating,instructor
Curso Estatística com Python: frequências e medidas,10,https://www.alura.com.br/curso-online-estatistica-distribuicoes-e-medidas,Data Science,22729,9.4,Rodrigo Fernando Dias
Curso Estatística com Python: probabilidade e amostragem,10,https://www.alura.com.br/curso-online-estatistica-probabilidade-e-amostragem,Data Science,11794,9.3,Rodrigo Fernando Dias
Curso Estatística com Python: testes de hipóteses,10,https://www.alura.com.br/curso-online-estatistica-testes-hipotestes,Data Science,5348,9.3,Rodrigo Fernando Dias
Curso Estatística com Python: Correlação e Regressão,10,https://www.alura.com.br/curso-online-estatistica-correlacao-regressao,Data Science,4181,9.2,Rodrigo Fernando Dias
Curso Data Science: testes estatísticos com Python,6,https://www.alura.com.br/curso-online-data-science-introducao-a-testes-estatisticos-com-python,Data Science,7797,9.2,Guilherme Silveira
Curso Regressão Linear: técnicas avançadas de modelagem,5,https://www.alura.com.br/curso-online-data-science-modelo-regressao-linear-assimetria-statsmodel,Data Science,7391,9.3,Rodrigo Fernando Dias
Curso Regressão linear: testando relações e prevendo resultados,12,https://www.alura.com.br/curso-online-data-science-modelo-regressao-linear,Data Science,12883,9.3,Rodrigo Fernando Dias
Curso Estatística com R: crie e compare modelos estatísticos,8,https://www.alura.com.br/curso-online-estatistica-introducao-modelagem,Data Science,2299,9.2,Vinícius Barros Rodrigues
Curso Estatística com R: frequências e medidas,12,https://www.alura.com.br/curso-online-estatistica-r-frequencias-medidas,Data Science,4611,9.2,Rodrigo Fernando Dias
Curso Estatística com R: probabilidade e amostragem,12,https://www.alura.com.br/curso-online-estatistica-r-probabilidade-amostragem,Data Science,1463,9.3,Rodrigo Fernando Dias
Curso Estatística com R: testes de hipóteses,12,https://www.alura.com.br/curso-online-estatistica-r-testes-hipoteses,Data Science,1137,9.3,Rodrigo Fernando Dias
Curso Estatística com R: correlação e regressão,12,https://www.alura.com.br/curso-online-estatistica-r-correlacao-regressao,Data Science,1065,9.3,Rodrigo Fernando Dias
"Curso Análise de experimentos: testes, mapas de cores e análises dos dados.",6,https://www.alura.com.br/curso-online-analise-de-experimentos,Data Science,4461,9.1,Victor Coelho Geraldo
Curso HTML e CSS: praticando HTML/CSS,8,https://www.alura.com.br/curso-online-html-css-praticando-html-css,Front-end,27938,9.3,Mônica Mazzochi Hillman
Curso HTML e CSS: responsividade com mobile-first,12,https://www.alura.com.br/curso-online-html-css-responsividade-mobile-first,Front-end,16652,9.5,Mônica Mazzochi Hillman
"Curso HTML e CSS: ambientes de desenvolvimento, estrutura de arquivos e tags",8,https://www.alura.com.br/curso-online-html-css-ambiente-arquivos-tags,Front-end,56912,9.5,Guilherme Lima
"Curso HTML e CSS: Classes, posicionamento e Flexbox",8,https://www.alura.com.br/curso-online-html-css-classes-posicionamento-flexbox,Front-end,35635,9.6,Guilherme Lima
"Curso HTML e CSS: cabeçalho, footer e variáveis CSS",6,https://www.alura.com.br/curso-online-html-css-cabecalho-footer-variaveis-css,Front-end,29164,9.7,Guilherme Lima
Curso HTML e CSS: trabalhando com responsividade e publicação de projetos,6,https://www.alura.com.br/curso-online-html-css-responsividade-publicacao-projetos,Front-end,24264,9.7,Guilherme Lima
Curso CSS: Flexbox e layouts responsivos,6,https://www.alura.com.br/curso-online-css-flexbox-layouts-responsivos,Front-end,9929,9.3,Luan Alves
Curso Praticando CSS: Grid e Flexbox,6,https://www.alura.com.br/curso-online-praticando-css-grid-flexbox,Front-end,6380,9.3,Beatriz Moura
Curso Bootstrap5: crie uma landing page responsiva,8,https://www.alura.com.br/curso-online-bootstrap5-landing-page-responsiva,Front-end,4037,9.3,Luan Alves
"Curso Bootstrap 5: novos recursos e práticas recomendadas de HTML, CSS e JavaScript",6,https://www.alura.com.br/curso-online-bootstrap-5-novos-recursos-praticas-html-css-javascript,Front-end,1992,9.4,Luan Alves
Curso Arquitetura CSS: descomplicando os problemas,8,https://www.alura.com.br/curso-online-arquitetura-css,Front-end,20086,9.2,Matheus Henrique Castiglioni
Curso Acessibilidade web parte 2: componentes acessíveis com um pouco de JavaScript,4,https://www.alura.com.br/curso-online-acessibilidade-web-front-end-parte-2,Front-end,7084,9.1,Natan Souza
Curso Vetores e Animação com SVG: trabalhando com CSS e JavaScript,6,https://www.alura.com.br/curso-online-svg-css-animacao,Front-end,4501,9.2,Juliana Amoasei
Curso Tailwind CSS: estilizando a sua página com classes utilitárias,8,https://www.alura.com.br/curso-online-tailwind-css-estilizando-pagina-classes-utilitarias,Front-end,4696,9.3,Beatriz Moura
Curso CSS: construindo layouts com Grid,6,https://www.alura.com.br/curso-online-css-construindo-layouts-com-grid,Front-end,1347,9.2,Luan Alves
Curso SASS e CSS: estilizando um site,8,https://www.alura.com.br/curso-online-sass-css-estilizando-site,Front-end,768,9.3,DIEGO CARLOS MARTINS GAYOSO
Curso CSS: ajustando a acessibilidade visual em um projeto,6,https://www.alura.com.br/curso-online-css-ajustando-acessibilidade-visual-projeto,Front-end,421,9.0,Luan Alves
Curso Acessibilidade no HTML: escrevendo códigos semânticos para inclusão,6,https://www.alura.com.br/curso-online-acessibilidade-html-codigos-semanticos-inclusao,Front-end,543,9.2,Luan Alves
Curso Svelte: diretivas e componentes com TypeScript,10,https://www.alura.com.br/curso-online-svelte-typescript-conhecendo-compilador,Front-end,802,9.3,Antônio Evaldo
Curso SvelteKit: criando uma SPA,6,https://www.alura.com.br/curso-online-sveltekit-criando-spa,Front-end,523,9.1,Antônio Evaldo
Curso SvelteKit: trabalhando com store,8,https://www.alura.com.br/curso-online-sveltekit-trabalhando-store,Front-end,405,9.1,Antônio Evaldo
Curso Vue3: explorando o framework,8,https://www.alura.com.br/curso-online-vue3-comecando-framework,Front-end,7176,9.2,Vinicios Neves
Curso Vue3: avançando no framework,8,https://www.alura.com.br/curso-online-vue3-avancando-framework,Front-end,3274,9.1,Vinicios Neves
Curso Vue3: composition API e Vuex,8,https://www.alura.com.br/curso-online-vue3-composition-api-vuex,Front-end,2175,9.3,Vinicios Neves
"Curso Vue 3: entendendo componentes, diretivas e reatividade no framework",10,https://www.alura.com.br/curso-online-vue-3-componentes-diretivas-reatividade-framework,Front-end,1165,9.2,Antônio Evaldo
Curso React: gerenciando estado com Recoil,8,https://www.alura.com.br/curso-online-react-gerenciando-estado-recoil,Front-end,2560,9.2,Vinicios Neves
Curso React: escrevendo com Typescript,12,https://www.alura.com.br/curso-online-react-modernizando-escrever-typescript,Front-end,17256,9.1,Luiz Fernando Ribeiro
Curso React: conhecendo a biblioteca React Router,10,https://www.alura.com.br/curso-online-react-biblioteca-react-router,Front-end,4951,9.3,Luiz Fernando Ribeiro
Curso React: integrando seu projeto React com APIs,8,https://www.alura.com.br/curso-online-react-integrando-projeto-react-apis,Front-end,6457,9.3,Vinicios Neves
Curso React: otimizando a performance,8,https://www.alura.com.br/curso-online-react-otimizando-performance,Front-end,3427,9.2,Luiz Fernando Ribeiro
Curso React: testando os seus componentes,10,https://www.alura.com.br/curso-online-react-testando-componentes,Front-end,3686,9.3,Vinicios Neves
Curso React: desenvolvendo com JavaScript,14,https://www.alura.com.br/curso-online-react-desenvolvendo-javascript,Front-end,17874,9.6,Paulo Silveira
Curso React: como os componentes funcionam,8,https://www.alura.com.br/curso-online-react-componentes-funcionam,Front-end,7422,9.3,Luiz Fernando Ribeiro
Curso React: desenvolvendo uma biblioteca de componentes,8,https://www.alura.com.br/curso-online-react-desenvolvendo-biblioteca-componentes,Front-end,2684,9.2,Vinicios Neves
Curso React: desenvolvendo em React Router com JavaScript,8,https://www.alura.com.br/curso-online-React-desenvolvendo-react-router-javaScript,Front-end,4232,9.4,Antônio Evaldo
Curso React: gerenciamento de estados globais com Redux,10,https://www.alura.com.br/curso-online-react-gerenciamento-estados-globais-redux,Front-end,1775,9.0,Luiz Fernando Ribeiro
Curso React: autenticando usuários,8,https://www.alura.com.br/curso-online-react-autenticando-usuarios,Front-end,2015,9.2,Vinicios Neves
Curso React: obtendo dados com React Query,8,https://www.alura.com.br/curso-online-react-obtendo-dados-react-query,Front-end,1048,9.2,Vinicios Neves
Curso React: comece seu projeto full stack,12,https://www.alura.com.br/curso-online-react-crie-primeira-pagina-web,Front-end,6050,9.3,Bernardo Severo da Silveira
Curso React: migrando para TypeScript,8,https://www.alura.com.br/curso-online-react-migrando-typescript,Front-end,3239,9.3,Paulo Silveira
Curso React: Mutabilidade x Imutabilidade no Redux Toolkit com Immer,10,https://www.alura.com.br/curso-online-react-mutabilidade-imutabilidade-redux-toolkit-immer,Front-end,562,9.2,Luiz Fernando Ribeiro
Curso React JS: crie testes com Jest e Testing Library e garanta o funcionamento do Front-end,8,https://www.alura.com.br/curso-online-react-js-testes-automatizados-front-end,Front-end,2092,9.1,Neilton Seguins
Curso React com TailwindCSS: estilizando componentes,10,https://www.alura.com.br/curso-online-react-tailwindcss-estilizando-componentes,Front-end,1238,9.3,Vinicius Cardozo
Curso React: entendendo Middlewares com Redux Thunk,6,https://www.alura.com.br/curso-online-react-entendendo-middlewares-redux-thunk,Front-end,578,9.1,Luiz Fernando Ribeiro
Curso React: avançando em Middlewares com Listener Middleware,8,https://www.alura.com.br/curso-online-react-avancando-middlewares-listener-middleware,Front-end,522,9.2,Luiz Fernando Ribeiro
Curso React: praticando React com Js,8,https://www.alura.com.br/curso-online-react-praticando-react-js,Front-end,3907,9.4,Mônica Mazzochi Hillman
Curso React: consumindo GraphQL com Apollo Client,8,https://www.alura.com.br/curso-online-react-consumindo-graphql-apollo-client,Front-end,410,9.2,Vinicios Neves
Curso React: utilizando a arquitetura Saga com Redux Saga,8,https://www.alura.com.br/curso-online-react-utilizando-arquitetura-saga-redux-saga,Front-end,430,9.2,Luiz Fernando Ribeiro
Curso React: combinando Context API e Apollo Client,8,https://www.alura.com.br/curso-online-react-combinando-context-api-apollo-client,Front-end,410,9.2,Vinicios Neves
Curso React: testes de integração e mocks no Front-end,8,https://www.alura.com.br/curso-online-react-testes-integracao-mocks-front-end,Front-end,834,9.2,Neilton Seguins
Curso React: escreva testes end to end com Cypress,8,https://www.alura.com.br/curso-online-react-escreva-testes-end-to-end-cypress,Front-end,1090,9.3,Neilton Seguins
Curso React: desenvolvendo componentes customizados e acessíveis com Emotion,10,https://www.alura.com.br/curso-online-react-componentes-customizados-acessiveis-emotion,Front-end,666,9.3,Vinicios Neves
Curso React: arquitetando soluções de roteamento e gestão de estado com React Router e Context API,8,https://www.alura.com.br/curso-online-solucoes-roteamento-gestao-estado-react-router-context-api,Front-end,885,9.2,Vinicios Neves
Curso React: testando um projeto com bibliotecas externas,8,https://www.alura.com.br/curso-online-react-testando-projeto-bibliotecas-externas,Front-end,375,9.0,Luiz Fernando Ribeiro
Curso React: avançando em testes e2e com Cypress,8,https://www.alura.com.br/curso-online-react-avancando-testes-e2e-cypress,Front-end,828,9.1,Neilton Seguins
Curso React: migrando para o Vite e implementando autenticação baseada em Token,10,https://www.alura.com.br/curso-online-react-migrando-vite-implementando-autenticacao-baseada-token,Front-end,470,9.3,Mônica Mazzochi Hillman
Curso React: criando um Design System com TailwindCSS,12,https://www.alura.com.br/curso-online-react-criando-design-system-tailwind,Front-end,855,9.0,Vinicius Cardozo
Curso React: evolua o seu Design System com TailwindCSS,10,https://www.alura.com.br/curso-online-react-evolua-design-system-tailwindcss,Front-end,462,9.0,Neilton Seguins
Curso React: estilize componentes com Styled Components e manipule arquivos estáticos,10,https://www.alura.com.br/curso-online-react-estilize-componentes-styled-components-manipule-arquivos-estaticos,Front-end,1263,9.1,João Vitor Pereira
Curso React: eleve o nível da sua documentação no Storybook,8,https://www.alura.com.br/curso-online-react-eleve-nivel-documentacao-storybook,Front-end,182,8.8,Neilton Seguins
Curso React: versione e publique o seu Design System,6,https://www.alura.com.br/curso-online-react-versione-publique-design-system,Front-end,224,9.1,Neilton Seguins
Curso React: identificando problemas de performance com o Google Lighthouse,8,https://www.alura.com.br/curso-online-react-identificando-problemas-performance-google-lighthouse,Front-end,267,8.9,Pedro Celestino de Mello
Curso React: construíndo componentes com JSX,6,https://www.alura.com.br/curso-online-react-construindo-componentes-jsx,Front-end,333,9.0,Mônica Mazzochi Hillman
Curso React com Typescript: desenvolvendo uma área administrativa,8,https://www.alura.com.br/curso-online-react-typescript-area-administrativa,Front-end,1252,9.1,Mônica Mazzochi Hillman
Curso React com Typescript: desenvolva um sistema de cadastro e autenticação,8,https://www.alura.com.br/curso-online-react-typescript-sistema-cadastro-autenticacao,Front-end,1464,9.0,Mônica Mazzochi Hillman
Curso React: gerencie estados globalmente com Context API,8,https://www.alura.com.br/curso-online-react-gerencie-estados-globalmente-context-api,Front-end,532,8.9,Neilton Seguins
Curso React: configurando e estruturando projetos com Vite,8,https://www.alura.com.br/curso-online-react-configurando-estruturando-projetos-vite,Front-end,185,9.2,Mônica Mazzochi Hillman
Curso React: utilizando SSR para otimizar a performance da aplicação,8,https://www.alura.com.br/curso-online-react-ssr-otimizar-performance-aplicacao,Front-end,96,8.7,Pedro Celestino de Mello
Curso React Vite: monitorando aplicações com New Relic,8,https://www.alura.com.br/curso-online-react-vite-monitorando-aplicacoes-new-relic,Front-end,97,9.2,Pedro Celestino de Mello
Curso React: acessibilidade para desenvolver interfaces inclusivas,8,https://www.alura.com.br/curso-online-react-acessibilidade-desenvolver-interfaces-inclusivas,Front-end,85,,Neilton Seguins
Curso Next.js: explorando o framework,8,https://www.alura.com.br/curso-online-next-js-iniciando-framework,Front-end,6421,9.2,Mario Souto
Curso Next.js: tour pelo Next.js,10,https://www.alura.com.br/curso-online-next-js-tour-next-js,Front-end,3037,9.2,Mario Souto
Curso Next.js: autenticação e gerenciamento de Tokens,12,https://www.alura.com.br/curso-online-nextjs-autenticacao-gerenciamento-tokens,Front-end,2279,9.2,Mario Souto
